 10 
 250 3120 
 106 152 61 
 106 154 -45 
 106 155 -29 
 106 159 63 
 106 161 -51 
 106 165 -48 
 106 232 -47 
 106 238 -88 
 107 126 -93 
 107 132 57 
 107 136 -16 
 107 156 -28 
 107 157 -25 
 107 162 91 
 107 167 71 
 107 190 72 
 107 191 -59 
 107 211 -89 
 107 228 -59 
 107 230 26 
 107 231 -63 
 107 235 -55 
 108 108 100 
 108 110 48 
 108 115 -44 
 108 138 -77 
 108 140 -39 
 108 149 75 
 108 154 71 
 108 157 51 
 108 160 17 
 108 162 -22 
 108 181 -67 
 108 184 90 
 108 195 87 
 108 205 15 
 108 218 -86 
 108 235 -73 
 108 239 -46 
 108 243 -63 
 108 247 98 
 109 161 -10 
 109 171 -16 
 109 173 56 
 109 178 -87 
 109 181 92 
 109 183 -42 
 109 187 -49 
 109 188 25 
 109 193 9 
 109 208 -61 
 109 210 -64 
 109 221 85 
 109 226 87 
 109 229 10 
 109 236 -61 
 109 250 63 
 110 120 100 
 110 127 -73 
 110 131 6 
 110 132 87 
 110 136 29 
 110 139 -32 
 110 140 63 
 110 156 -28 
 110 157 -13 
 110 166 1 
 110 179 -63 
 110 181 -18 
 110 183 -1 
 110 187 -59 
 110 202 -93 
 110 206 44 
 110 210 -35 
 110 214 -4 
 110 242 -59 
 111 137 -72 
 111 142 21 
 111 143 -16 
 111 163 -20 
 111 171 42 
 111 174 16 
 111 178 -12 
 111 184 5 
 111 185 -54 
 111 194 35 
 111 196 2 
 111 201 -67 
 111 207 -75 
 111 217 30 
 111 224 -48 
 111 235 43 
 112 116 6 
 112 118 19 
 112 120 -10 
 112 128 44 
 112 132 -94 
 112 151 -4 
 112 162 19 
 112 171 -98 
 112 174 -76 
 112 189 75 
 112 200 77 
 112 202 -62 
 112 206 -43 
 112 245 20 
 113 132 -68 
 113 146 40 
 113 155 -60 
 113 161 70 
 113 215 -64 
 113 216 7 
 113 224 94 
 113 232 -15 
 114 118 29 
 114 121 -26 
 114 122 17 
 114 134 -94 
 114 137 33 
 114 146 24 
 114 172 7 
 114 173 93 
 114 177 8 
 114 179 8 
 114 195 -71 
 114 199 -53 
 114 203 52 
 114 211 35 
 114 217 77 
 114 243 -51 
 114 245 -16 
 115 115 -12 
 115 127 17 
 115 154 -53 
 115 183 -91 
 115 191 13 
 115 218 -13 
 115 221 -93 
 115 222 -79 
 115 240 31 
 115 242 85 
 115 247 12 
 116 146 35 
 116 149 81 
 116 154 -99 
 116 159 39 
 116 164 32 
 116 166 50 
 116 167 -28 
 116 185 68 
 116 189 100 
 116 201 75 
 116 222 52 
 116 226 -36 
 116 237 27 
 116 247 -90 
 117 126 20 
 117 137 -31 
 117 145 32 
 117 151 -67 
 117 152 -91 
 117 156 -32 
 117 161 79 
 117 185 -56 
 117 200 54 
 117 206 -93 
 117 208 -44 
 117 214 -96 
 117 227 -7 
 117 234 -16 
 117 238 -21 
 118 140 -22 
 118 143 38 
 118 154 -95 
 118 171 -90 
 118 179 52 
 118 182 12 
 118 185 77 
 118 191 80 
 118 201 89 
 118 206 -23 
 118 208 70 
 118 211 -33 
 118 221 98 
 118 227 -17 
 118 228 -14 
 118 232 -67 
 118 245 -94 
 119 141 -26 
 119 162 -1 
 119 173 87 
 119 174 53 
 119 181 26 
 119 185 51 
 119 186 34 
 119 216 -3 
 119 217 99 
 119 221 -87 
 119 225 86 
 119 239 29 
 119 245 76 
 120 129 -80 
 120 132 -4 
 120 136 -58 
 120 147 36 
 120 150 24 
 120 152 3 
 120 159 -81 
 120 162 -15 
 120 167 -91 
 120 176 26 
 120 178 -59 
 120 191 -84 
 120 198 84 
 120 231 -83 
 120 233 45 
 120 247 -23 
 121 121 67 
 121 129 61 
 121 141 -18 
 121 154 48 
 121 156 53 
 121 158 4 
 121 172 -62 
 121 187 26 
 121 218 -37 
 121 227 -56 
 121 228 31 
 121 229 82 
 121 245 -37 
 122 143 -40 
 122 148 59 
 122 179 97 
 122 182 -61 
 122 194 43 
 122 198 29 
 122 208 -98 
 122 211 -6 
 122 213 -79 
 122 226 -42 
 122 228 -22 
 122 245 52 
 123 140 10 
 123 152 9 
 123 169 -93 
 123 180 75 
 123 197 23 
 123 215 -91 
 123 223 69 
 123 224 -23 
 123 225 -66 
 123 229 -15 
 123 238 -8 
 123 243 41 
 123 246 27 
 124 130 70 
 124 139 -29 
 124 142 -3 
 124 156 -88 
 124 166 22 
 124 173 -92 
 124 208 2 
 124 213 -84 
 124 220 70 
 124 241 29 
 124 246 9 
 125 171 21 
 125 181 -11 
 125 199 -68 
 125 202 45 
 125 209 -20 
 125 215 -38 
 125 241 -69 
 126 131 1 
 126 142 -58 
 126 144 -85 
 126 145 35 
 126 152 5 
 126 175 -58 
 126 187 -43 
 126 190 33 
 126 191 -57 
 126 194 67 
 126 195 98 
 126 203 -73 
 126 208 94 
 126 212 -29 
 126 215 52 
 126 223 -42 
 126 234 12 
 126 235 -53 
 126 243 20 
 127 128 69 
 127 152 77 
 127 166 -5 
 127 169 85 
 127 200 -85 
 127 217 84 
 127 218 -91 
 127 227 35 
 127 235 28 
 127 240 82 
 127 246 56 
 128 129 73 
 128 131 49 
 128 133 13 
 128 140 -98 
 128 145 2 
 128 163 88 
 128 168 -44 
 128 170 -76 
 128 183 -33 
 128 192 -56 
 128 224 90 
 129 141 89 
 129 153 55 
 129 158 -37 
 129 165 57 
 129 171 31 
 129 181 -59 
 129 182 -15 
 129 214 91 
 129 243 39 
 129 244 14 
 129 246 24 
 130 134 75 
 130 142 -87 
 130 151 -83 
 130 164 -44 
 130 180 68 
 130 184 -95 
 130 186 -46 
 130 212 -87 
 130 235 -89 
 130 241 -23 
 130 243 -42 
 131 136 40 
 131 137 -34 
 131 140 -47 
 131 144 -4 
 131 151 -8 
 131 152 -55 
 131 153 29 
 131 155 -18 
 131 169 10 
 131 180 10 
 131 220 -67 
 131 244 17 
 131 247 -1 
 132 135 -83 
 132 137 -84 
 132 153 -67 
 132 168 -37 
 132 173 -62 
 132 176 52 
 132 201 93 
 132 203 -43 
 132 207 -90 
 132 239 -95 
 132 244 -81 
 133 144 11 
 133 150 18 
 133 173 -25 
 133 183 -72 
 133 185 40 
 133 188 -12 
 133 196 10 
 133 206 -27 
 133 219 -82 
 133 245 -51 
 134 136 -45 
 134 149 1 
 134 157 -39 
 134 168 -92 
 134 169 -23 
 134 173 -43 
 134 179 -3 
 134 181 -8 
 134 184 -54 
 134 195 48 
 134 205 60 
 134 206 97 
 134 210 7 
 134 219 81 
 134 234 -28 
 134 236 -22 
 135 135 11 
 135 141 -87 
 135 162 45 
 135 181 -61 
 135 192 -30 
 135 193 49 
 135 200 57 
 135 202 1 
 135 214 -68 
 135 217 6 
 135 237 65 
 136 136 -70 
 136 142 -88 
 136 145 43 
 136 148 99 
 136 167 -17 
 136 173 -68 
 136 197 7 
 136 204 -79 
 136 239 -55 
 136 241 62 
 137 140 57 
 137 159 13 
 137 172 -54 
 137 173 -20 
 137 192 -24 
 137 202 -54 
 137 241 11 
 138 155 11 
 138 164 14 
 138 171 75 
 138 178 -95 
 138 186 -75 
 138 206 26 
 138 215 -8 
 138 227 -60 
 138 228 -75 
 138 233 -7 
 138 243 -95 
 138 249 -71 
 139 191 17 
 139 192 72 
 139 193 11 
 139 200 -23 
 139 206 -92 
 139 217 10 
 139 235 59 
 139 241 95 
 140 151 -87 
 140 156 -88 
 140 165 -40 
 140 173 41 
 140 191 32 
 140 205 29 
 140 206 -35 
 140 208 20 
 140 210 76 
 140 220 66 
 140 234 64 
 140 235 -68 
 140 237 -30 
 140 243 -60 
 140 248 55 
 141 143 -33 
 141 146 -56 
 141 179 -5 
 141 209 34 
 141 227 -19 
 141 243 -92 
 141 245 -82 
 142 150 -22 
 142 164 -65 
 142 208 93 
 142 209 3 
 142 215 39 
 143 149 -24 
 143 157 14 
 143 166 20 
 143 170 96 
 143 171 -22 
 143 198 -46 
 143 209 2 
 143 211 -68 
 143 238 78 
 143 246 98 
 144 150 -47 
 144 162 12 
 144 182 -70 
 144 188 33 
 144 206 56 
 144 225 -49 
 145 169 -98 
 145 181 -80 
 145 182 39 
 145 185 -66 
 145 205 59 
 145 207 50 
 145 218 -46 
 145 235 -2 
 145 236 -32 
 145 244 -33 
 146 149 98 
 146 151 12 
 146 154 -74 
 146 168 49 
 146 169 51 
 146 184 -77 
 146 195 15 
 146 197 -7 
 146 203 66 
 146 217 -14 
 146 233 -74 
 146 237 18 
 147 147 29 
 147 161 82 
 147 165 17 
 147 173 -35 
 147 192 -94 
 147 199 -63 
 147 224 21 
 147 236 1 
 147 243 -49 
 148 148 17 
 148 155 30 
 148 167 67 
 148 206 -37 
 148 209 -17 
 148 218 -76 
 148 219 -83 
 148 220 -1 
 148 227 -90 
 148 230 -7 
 148 242 -10 
 149 153 -21 
 149 186 8 
 149 188 -29 
 149 191 40 
 149 204 -83 
 149 208 3 
 149 212 57 
 149 219 68 
 149 222 47 
 149 242 52 
 150 153 77 
 150 169 -31 
 150 172 -43 
 150 174 -58 
 150 217 -86 
 150 231 48 
 150 237 78 
 150 241 -14 
 150 242 -8 
 150 243 -29 
 150 250 48 
 151 152 -59 
 151 162 66 
 151 175 -97 
 151 176 72 
 151 188 65 
 151 200 -47 
 151 202 76 
 151 204 -44 
 151 227 -8 
 151 230 73 
 151 233 -46 
 151 244 -26 
 151 247 34 
 152 154 54 
 152 156 96 
 152 161 3 
 152 180 73 
 152 192 18 
 152 209 -72 
 152 233 -86 
 152 244 44 
 152 245 -7 
 152 246 -30 
 152 249 57 
 153 153 88 
 153 164 56 
 153 167 -20 
 153 182 -57 
 153 186 -85 
 153 189 86 
 153 190 -55 
 153 191 -75 
 153 203 30 
 153 214 -40 
 153 215 59 
 153 228 17 
 153 243 85 
 153 246 94 
 154 158 71 
 154 167 77 
 154 179 -86 
 154 188 -51 
 154 192 -73 
 154 215 47 
 154 223 99 
 154 247 26 
 155 180 93 
 155 193 80 
 155 198 -3 
 155 209 -70 
 155 210 4 
 155 215 58 
 155 219 98 
 155 221 -47 
 155 235 -19 
 155 240 -48 
 156 170 6 
 156 181 -74 
 156 192 12 
 156 212 32 
 156 216 -2 
 156 220 -47 
 156 222 10 
 156 238 2 
 156 240 2 
 156 244 100 
 157 180 51 
 157 188 -18 
 157 189 -67 
 157 203 -79 
 157 209 -92 
 157 231 99 
 158 163 -13 
 158 179 61 
 158 186 -1 
 158 188 -32 
 158 202 -82 
 158 203 -97 
 158 206 -32 
 158 207 34 
 158 227 -40 
 158 237 -95 
 158 240 50 
 158 248 58 
 158 250 49 
 159 177 96 
 159 180 -35 
 159 191 -76 
 159 193 28 
 159 209 -97 
 159 217 12 
 159 224 -51 
 159 227 33 
 159 249 68 
 160 171 83 
 160 174 -47 
 160 191 47 
 160 196 100 
 160 200 55 
 160 218 -34 
 160 222 -48 
 160 223 -56 
 160 231 -16 
 160 240 -57 
 160 244 -22 
 161 218 -33 
 161 227 -26 
 161 239 -16 
 161 244 70 
 161 245 -40 
 162 173 83 
 162 183 -79 
 162 201 48 
 162 206 26 
 162 216 -42 
 162 222 -76 
 162 231 -53 
 162 236 34 
 162 246 -3 
 163 163 -71 
 163 164 -43 
 163 194 59 
 163 218 79 
 163 230 68 
 163 231 -59 
 163 239 -74 
 163 241 62 
 164 171 12 
 164 178 19 
 164 187 89 
 164 204 -49 
 164 207 40 
 164 208 72 
 164 210 11 
 164 212 78 
 164 221 94 
 164 226 45 
 164 228 -50 
 164 250 -96 
 165 168 12 
 165 169 66 
 165 186 -72 
 165 189 -36 
 165 191 60 
 165 194 -5 
 165 195 -59 
 165 206 -72 
 165 212 8 
 165 227 -69 
 165 231 -14 
 166 167 -3 
 166 170 -35 
 166 176 83 
 166 180 86 
 166 195 -77 
 166 198 -45 
 166 226 26 
 166 235 92 
 166 238 70 
 166 250 -30 
 167 180 29 
 167 181 -25 
 167 184 36 
 167 209 30 
 167 235 67 
 167 243 32 
 168 204 81 
 168 206 47 
 168 220 -56 
 168 223 61 
 168 233 77 
 168 245 70 
 168 250 18 
 169 179 -64 
 169 201 7 
 169 208 -6 
 169 217 -8 
 169 222 60 
 169 223 -31 
 169 245 81 
 170 184 -74 
 170 194 23 
 170 209 69 
 170 218 75 
 170 222 49 
 170 250 44 
 171 182 46 
 171 190 58 
 171 204 -4 
 171 205 -30 
 171 211 25 
 171 223 76 
 171 231 -32 
 171 250 63 
 172 175 83 
 172 185 -7 
 172 186 39 
 172 199 48 
 172 202 -57 
 172 211 29 
 172 221 85 
 173 174 84 
 173 227 56 
 173 231 -98 
 173 235 4 
 173 247 -42 
 174 175 -37 
 174 189 79 
 174 198 3 
 174 239 -18 
 174 247 87 
 174 249 -84 
 175 182 -65 
 175 192 42 
 175 197 82 
 175 232 93 
 175 234 -3 
 175 246 -53 
 175 250 -97 
 176 177 67 
 176 179 18 
 176 184 78 
 176 196 -57 
 176 205 60 
 176 223 41 
 176 229 6 
 176 238 5 
 176 241 5 
 176 242 57 
 176 248 81 
 177 178 -68 
 177 243 76 
 177 249 -17 
 177 250 96 
 178 179 16 
 178 186 19 
 178 202 72 
 178 226 -45 
 178 236 82 
 179 183 -96 
 179 184 9 
 179 190 -79 
 179 204 -4 
 179 209 88 
 179 211 -36 
 179 217 -67 
 179 229 -15 
 179 240 43 
 179 246 -52 
 180 196 26 
 180 214 -89 
 180 221 81 
 180 228 30 
 180 229 -97 
 180 241 26 
 181 182 -83 
 181 188 -7 
 181 193 46 
 181 227 -33 
 181 228 -93 
 181 236 -69 
 181 242 73 
 181 243 -79 
 182 189 38 
 182 194 63 
 182 199 23 
 182 202 38 
 182 205 97 
 182 208 56 
 182 230 -28 
 182 249 -91 
 183 196 35 
 183 200 5 
 183 212 -4 
 183 218 59 
 183 226 47 
 183 236 9 
 184 191 81 
 184 210 98 
 184 220 -53 
 184 224 -41 
 184 236 43 
 185 204 -3 
 185 223 46 
 185 224 -65 
 185 242 -66 
 186 188 37 
 186 196 -46 
 186 223 6 
 186 228 41 
 186 231 25 
 186 239 100 
 186 242 -40 
 187 190 -19 
 187 193 18 
 187 194 61 
 187 197 -43 
 187 244 -26 
 187 250 -44 
 188 193 25 
 188 228 53 
 188 236 99 
 188 242 91 
 189 193 -11 
 189 197 59 
 189 213 -80 
 189 215 -84 
 190 191 -13 
 191 194 17 
 191 219 74 
 191 230 -64 
 191 232 -69 
 191 233 -55 
 191 238 -34 
 192 240 56 
 192 249 -97 
 192 250 44 
 193 196 14 
 193 199 75 
 193 208 92 
 193 215 -3 
 193 223 35 
 193 234 -61 
 193 236 -47 
 194 195 -90 
 194 198 -60 
 194 201 71 
 194 212 45 
 194 248 65 
 195 216 2 
 195 237 -55 
 195 241 37 
 196 242 60 
 196 248 58 
 197 204 -88 
 197 205 9 
 197 228 -17 
 197 244 -39 
 197 245 60 
 198 219 -67 
 198 229 33 
 198 234 -68 
 198 236 50 
 198 237 51 
 198 248 -92 
 199 206 4 
 199 227 50 
 199 244 -72 
 199 246 80 
 200 203 54 
 200 229 71 
 200 240 52 
 200 249 1 
 201 205 41 
 201 216 -60 
 202 203 -89 
 202 208 78 
 202 211 -61 
 202 232 96 
 202 250 28 
 203 203 -1 
 203 207 -63 
 203 231 76 
 203 248 -44 
 204 212 12 
 204 227 -62 
 205 211 -95 
 205 246 32 
 206 208 -41 
 206 211 -6 
 206 219 92 
 206 221 69 
 206 233 58 
 206 236 8 
 206 238 -36 
 207 217 -54 
 207 223 -91 
 207 226 -70 
 207 241 3 
 208 230 5 
 209 240 45 
 211 217 -64 
 211 229 96 
 211 237 8 
 211 239 -50 
 211 244 -95 
 212 214 25 
 212 218 -27 
 212 236 -75 
 212 241 -22 
 213 213 -75 
 213 217 23 
 213 219 8 
 213 223 -97 
 213 233 -89 
 214 244 35 
 214 249 57 
 215 227 -34 
 215 232 50 
 216 222 -76 
 216 229 96 
 216 240 24 
 216 246 33 
 217 234 -64 
 218 242 -91 
 219 235 -80 
 220 236 3 
 221 224 35 
 221 231 -22 
 221 237 37 
 222 230 6 
 222 237 -55 
 222 240 15 
 222 242 14 
 223 237 -71 
 223 245 -13 
 224 230 56 
 224 231 -26 
 224 242 -46 
 225 235 4 
 225 247 32 
 226 227 -71 
 226 230 -65 
 226 236 -91 
 226 248 36 
 227 239 78 
 228 238 4 
 228 246 41 
 229 235 -39 
 229 244 -85 
 230 235 -10 
 230 236 -66 
 230 239 -19 
 230 241 39 
 230 244 -41 
 230 246 56 
 231 234 43 
 231 240 27 
 231 241 60 
 232 245 -7 
 233 237 -26 
 233 245 -73 
 234 236 25 
 234 244 -80 
 235 248 33 
 238 238 -36 
 238 243 57 
 240 242 -87 
 240 247 -78 
 240 248 -38 
 241 241 34 
 242 248 -15 
 243 243 -92 
 243 247 -62 
 243 249 -64 
 245 247 48 
 250 3208 
 1 9 76 
 1 26 -51 
 1 28 -6 
 1 33 -50 
 1 38 -6 
 1 53 35 
 1 56 -27 
 1 75 62 
 1 98 -78 
 1 100 13 
 1 103 -76 
 1 107 -56 
 1 125 43 
 1 142 -92 
 1 154 -70 
 1 173 -43 
 1 196 78 
 1 204 19 
 1 207 48 
 1 220 66 
 1 225 -29 
 1 227 -72 
 1 232 90 
 1 234 81 
 1 235 -65 
 1 236 26 
 2 4 73 
 2 26 -56 
 2 31 31 
 2 33 -78 
 2 48 -55 
 2 50 -94 
 2 57 -52 
 2 74 45 
 2 92 84 
 2 100 -30 
 2 106 -54 
 2 111 -97 
 2 119 -73 
 2 135 68 
 2 145 51 
 2 154 -88 
 2 159 54 
 2 173 -24 
 2 175 -10 
 2 178 50 
 2 183 -76 
 2 190 75 
 2 191 -24 
 2 198 -97 
 2 209 82 
 2 215 -50 
 2 218 -6 
 2 238 47 
 2 243 70 
 2 247 -52 
 3 5 -8 
 3 7 32 
 3 20 -22 
 3 21 43 
 3 24 100 
 3 35 32 
 3 44 -78 
 3 58 22 
 3 59 52 
 3 61 67 
 3 62 68 
 3 66 -31 
 3 72 -38 
 3 78 87 
 3 85 29 
 3 86 -63 
 3 89 20 
 3 108 94 
 3 112 -63 
 3 118 -55 
 3 151 56 
 3 152 87 
 3 161 31 
 3 173 11 
 3 176 -82 
 3 179 44 
 3 214 44 
 3 226 2 
 3 232 -15 
 3 234 32 
 3 235 -62 
 3 244 -64 
 4 38 73 
 4 41 -52 
 4 62 78 
 4 63 -47 
 4 69 9 
 4 70 -13 
 4 80 88 
 4 92 -43 
 4 93 67 
 4 110 -44 
 4 114 4 
 4 129 -94 
 4 131 10 
 4 135 -42 
 4 137 -34 
 4 144 42 
 4 153 -24 
 4 157 91 
 4 159 87 
 4 173 -82 
 4 178 -32 
 4 193 -56 
 4 210 -81 
 4 214 -3 
 4 217 31 
 4 230 -7 
 4 234 30 
 4 238 100 
 4 240 43 
 4 241 -58 
 4 248 4 
 5 24 57 
 5 38 88 
 5 45 -20 
 5 74 86 
 5 76 42 
 5 78 -32 
 5 94 -43 
 5 95 -82 
 5 108 -97 
 5 137 -96 
 5 141 50 
 5 147 -32 
 5 159 11 
 5 167 -42 
 5 183 -66 
 5 184 60 
 5 195 55 
 5 200 85 
 5 221 -59 
 5 226 -44 
 5 228 -29 
 5 240 -20 
 6 17 28 
 6 29 -72 
 6 37 85 
 6 47 -30 
 6 51 -27 
 6 65 -26 
 6 94 84 
 6 108 81 
 6 118 -39 
 6 139 -56 
 6 145 53 
 6 148 -25 
 6 182 -41 
 6 207 28 
 6 211 -97 
 6 214 -38 
 6 234 38 
 7 13 82 
 7 16 4 
 7 21 -68 
 7 35 -3 
 7 49 -99 
 7 53 28 
 7 54 35 
 7 69 45 
 7 78 89 
 7 79 16 
 7 100 -9 
 7 118 -74 
 7 122 77 
 7 133 64 
 7 137 4 
 7 145 22 
 7 147 85 
 7 163 82 
 7 167 63 
 7 180 -37 
 7 181 -70 
 7 183 38 
 7 190 -34 
 7 191 -44 
 7 207 -32 
 7 208 87 
 7 218 -78 
 7 221 67 
 7 229 -98 
 7 233 -24 
 7 240 -50 
 8 121 -79 
 8 142 -85 
 8 143 31 
 8 149 -14 
 8 176 54 
 8 178 -69 
 8 181 -59 
 8 191 8 
 8 199 81 
 8 209 -61 
 8 212 -24 
 8 230 -39 
 8 232 92 
 8 235 41 
 8 246 40 
 8 249 40 
 9 14 40 
 9 33 35 
 9 35 -90 
 9 47 -13 
 9 59 17 
 9 63 66 
 9 64 -38 
 9 65 29 
 9 96 -92 
 9 97 -68 
 9 99 -78 
 9 111 -5 
 9 128 -7 
 9 169 95 
 9 171 -64 
 9 178 -3 
 9 191 -53 
 9 207 -34 
 9 227 53 
 9 244 -26 
 9 248 -66 
 10 21 40 
 10 22 -79 
 10 29 -19 
 10 62 -71 
 10 78 3 
 10 87 10 
 10 98 36 
 10 112 -81 
 10 125 -55 
 10 153 -55 
 10 154 60 
 10 157 82 
 10 164 84 
 10 172 -40 
 10 187 -60 
 10 200 97 
 10 224 92 
 10 230 -62 
 10 238 -73 
 10 239 62 
 10 248 -95 
 11 16 -67 
 11 26 -17 
 11 33 -59 
 11 40 3 
 11 45 62 
 11 49 13 
 11 50 83 
 11 80 14 
 11 84 -36 
 11 88 82 
 11 102 -42 
 11 105 22 
 11 118 40 
 11 140 -66 
 11 146 41 
 11 149 -57 
 11 150 -24 
 11 168 58 
 11 187 62 
 11 193 91 
 11 199 67 
 11 200 93 
 11 208 56 
 11 220 17 
 11 232 7 
 11 236 -6 
 11 237 -76 
 11 250 56 
 12 15 -40 
 12 16 46 
 12 26 80 
 12 67 -77 
 12 78 49 
 12 106 -81 
 12 107 -99 
 12 108 -56 
 12 128 -85 
 12 132 35 
 12 140 -12 
 12 141 13 
 12 156 -40 
 12 158 14 
 12 165 88 
 12 167 -38 
 12 170 8 
 12 177 -78 
 12 190 -76 
 12 193 -57 
 12 195 -45 
 12 204 32 
 12 223 73 
 12 234 -93 
 12 236 -73 
 12 237 84 
 12 240 -20 
 13 16 -91 
 13 18 24 
 13 32 -34 
 13 41 88 
 13 52 55 
 13 60 24 
 13 61 -7 
 13 74 -5 
 13 101 -3 
 13 104 71 
 13 106 -32 
 13 109 13 
 13 126 -61 
 13 149 -91 
 13 152 4 
 13 183 86 
 13 199 22 
 13 212 -41 
 13 230 77 
 13 235 93 
 13 240 57 
 14 51 63 
 14 65 70 
 14 70 2 
 14 85 -39 
 14 98 -46 
 14 112 -26 
 14 132 -1 
 14 134 16 
 14 140 97 
 14 154 -62 
 14 155 -32 
 14 174 84 
 14 178 -98 
 14 179 -11 
 14 186 55 
 14 191 -48 
 14 194 42 
 14 203 -96 
 14 211 37 
 14 225 -98 
 14 230 -83 
 15 15 79 
 15 17 -67 
 15 21 -94 
 15 22 65 
 15 40 61 
 15 50 12 
 15 57 27 
 15 60 58 
 15 72 71 
 15 78 66 
 15 95 15 
 15 158 43 
 15 160 -28 
 15 176 -21 
 15 180 40 
 15 189 18 
 15 197 65 
 15 199 -7 
 15 205 76 
 15 209 48 
 15 215 24 
 15 221 -35 
 15 245 -39 
 16 26 48 
 16 29 23 
 16 38 1 
 16 39 74 
 16 41 -96 
 16 58 -1 
 16 68 39 
 16 74 -75 
 16 87 37 
 16 97 100 
 16 114 -16 
 16 119 -14 
 16 130 91 
 16 133 5 
 16 141 -16 
 16 142 -92 
 16 158 84 
 16 168 71 
 16 172 -42 
 16 175 -37 
 16 177 13 
 16 184 -31 
 16 186 36 
 16 200 -17 
 16 206 -6 
 16 209 -13 
 16 210 -86 
 16 214 -98 
 16 234 17 
 16 238 87 
 17 34 -61 
 17 35 -32 
 17 37 -54 
 17 48 -91 
 17 49 37 
 17 52 -18 
 17 78 53 
 17 80 -8 
 17 84 39 
 17 86 -70 
 17 95 -85 
 17 100 41 
 17 103 -86 
 17 106 -82 
 17 123 -24 
 17 128 21 
 17 130 -90 
 17 161 30 
 17 176 24 
 17 185 -22 
 17 193 27 
 17 201 11 
 17 207 -19 
 17 209 -75 
 17 210 -96 
 17 212 -22 
 17 229 -26 
 17 230 47 
 17 241 13 
 17 245 7 
 17 249 47 
 18 19 33 
 18 32 -76 
 18 59 19 
 18 68 -60 
 18 80 63 
 18 82 77 
 18 107 28 
 18 113 -60 
 18 117 35 
 18 133 52 
 18 142 28 
 18 147 56 
 18 167 -48 
 18 173 69 
 18 176 96 
 18 178 95 
 18 187 -29 
 18 196 38 
 18 203 -18 
 18 204 -35 
 18 216 -56 
 18 222 45 
 18 239 84 
 19 34 76 
 19 39 3 
 19 48 95 
 19 55 60 
 19 56 37 
 19 61 73 
 19 63 67 
 19 99 -19 
 19 101 -85 
 19 103 7 
 19 124 17 
 19 144 -20 
 19 145 -31 
 19 146 54 
 19 147 -21 
 19 152 39 
 19 158 26 
 19 159 -53 
 19 182 98 
 19 186 -25 
 19 199 57 
 19 220 73 
 19 236 -64 
 19 243 54 
 19 245 3 
 20 32 -72 
 20 38 33 
 20 50 -35 
 20 78 75 
 20 87 -1 
 20 91 45 
 20 94 90 
 20 104 -16 
 20 107 -60 
 20 114 55 
 20 128 19 
 20 129 45 
 20 143 -44 
 20 151 60 
 20 154 -47 
 20 165 -17 
 20 172 81 
 20 174 34 
 20 178 -77 
 20 183 -72 
 20 205 89 
 20 214 77 
 20 217 -73 
 20 242 15 
 20 250 67 
 21 22 -40 
 21 39 67 
 21 41 27 
 21 53 -74 
 21 59 46 
 21 86 26 
 21 97 -35 
 21 101 21 
 21 120 78 
 21 122 -49 
 21 153 56 
 21 155 -23 
 21 166 24 
 21 167 -52 
 21 171 63 
 21 203 31 
 21 212 -18 
 21 213 -64 
 21 217 20 
 21 225 -93 
 21 226 29 
 21 237 33 
 21 250 -67 
 22 64 -54 
 22 65 -63 
 22 72 37 
 22 73 -62 
 22 78 -44 
 22 79 -42 
 22 80 44 
 22 83 -27 
 22 91 -30 
 22 93 -26 
 22 94 -16 
 22 113 1 
 22 130 -19 
 22 135 -43 
 22 148 -61 
 22 151 24 
 22 152 -14 
 22 167 -21 
 22 224 4 
 22 228 -16 
 22 233 -95 
 23 27 14 
 23 31 -62 
 23 36 28 
 23 43 22 
 23 71 -97 
 23 74 -55 
 23 82 57 
 23 93 62 
 23 99 -96 
 23 115 37 
 23 118 53 
 23 123 30 
 23 125 -5 
 23 127 4 
 23 135 34 
 23 137 45 
 23 142 99 
 23 147 34 
 23 150 53 
 23 165 54 
 23 168 -46 
 23 169 58 
 23 198 38 
 23 199 -58 
 23 200 71 
 23 219 13 
 23 224 -75 
 23 225 -21 
 24 25 46 
 24 32 86 
 24 57 -52 
 24 81 -56 
 24 113 -25 
 24 114 78 
 24 123 -28 
 24 126 -52 
 24 128 -68 
 24 129 -29 
 24 164 27 
 24 176 -3 
 24 182 -82 
 24 186 -38 
 24 205 4 
 24 215 -96 
 24 229 13 
 24 234 -46 
 24 237 16 
 24 239 -69 
 24 247 23 
 25 28 -99 
 25 63 -46 
 25 67 -92 
 25 111 91 
 25 122 27 
 25 128 -64 
 25 140 -25 
 25 146 -97 
 25 153 87 
 25 181 93 
 25 195 45 
 25 198 -18 
 25 199 -63 
 25 201 -45 
 25 211 58 
 25 236 -52 
 25 239 -53 
 25 245 62 
 26 35 -52 
 26 45 -9 
 26 46 -31 
 26 51 -32 
 26 66 -72 
 26 69 -23 
 26 70 -35 
 26 73 -19 
 26 86 -97 
 26 114 55 
 26 136 -76 
 26 160 23 
 26 166 67 
 26 187 96 
 26 203 -55 
 26 211 -93 
 26 217 48 
 26 221 74 
 26 225 20 
 26 232 -41 
 26 249 60 
 27 34 -8 
 27 54 -19 
 27 57 -74 
 27 66 9 
 27 74 5 
 27 79 53 
 27 94 63 
 27 107 62 
 27 108 -91 
 27 114 15 
 27 133 21 
 27 144 -35 
 27 145 64 
 27 154 -64 
 27 165 -39 
 27 171 -19 
